"Object","Catalogue","Type","RA","Dec","Const","Mag","Subr","Size_max","Size_min","Common","Other"
"IC 2636","IC","GALXY","11.226","11.456","LEO","","24.51","0.67","0.37","",""
"IC 2637","IC","GALXY","11.23","9.586","LEO","14.17","22.73","0.97","0.86","",""
"IC 2638","IC","GALXY","11.231","10.563","LEO","","23.76","0.97","0.65","",""
"IC 2639","IC","GALXY","11.232","9.643","LEO","","23.93","0.57","0.42","",""
"IC 2640","IC","GALXY","11.235","10.998","LEO","","23.5","0.43","0.35","",""
"IC 2644","IC","GALXY","11.242","10.768","LEO","","24.28","0.61","0.36","",""
"IC 2645","IC","GALXY","11.242","11.887","LEO","","23.7","0.79","0.29","",""
"IC 2646","IC","GALXY","11.244","12.529","LEO","","23.7","0.45","0.34","",""
"IC 2648","IC","GALXY","11.246","10.225","LEO","","23.53","0.58","0.46","",""
"IC 2649","IC","GALXY","11.246","11.128","LEO","","23.88","0.85","0.74","",""
"IC 2650","IC","GALXY","11.248","13.852","LEO","","23.74","0.48","0.43","",""
"IC 2651","IC","GALXY","11.248","12.24","LEO","","23.48","0.52","0.39","",""
"IC 2652","IC","GALXY","11.248","12.448","LEO","","24.31","0.67","0.64","",""
"IC 2654","IC","GALXY","11.251","12.499","LEO","","23.77","0.41","0.35","",""
"IC 2655","IC","GALXY","11.251","12.164","LEO","","24.09","0.36","0.3","",""
"IC 2656","IC","GALXY","11.251","12.379","LEO","","24.1","0.64","0.3","",""
"IC 2657","IC","GALXY","11.252","13.695","LEO","","","0.29","0.17","",""
"IC 2660","IC","GALXY","11.258","12.437","LEO","","23.45","0.4","0.31","",""
"IC 2661","IC","GALXY","11.258","13.609","LEO","","23.96","0.68","0.26","",""
"IC 2665","IC","GALXY","11.261","11.724","LEO","","24.19","0.59","0.21","",""
"IC 2666","IC","GALXY","11.262","13.782","LEO","","23.05","1.07","0.72","",""
"IC 2667","IC","GALXY","11.262","12.117","LEO","","24.56","0.63","0.51","",""
"IC 2668","IC","GALXY","11.259","-14.171","CRT","","23.79","1.55","0.54","",""
"IC 2670","IC","GALXY","11.267","11.783","LEO","","23.46","0.46","0.29","",""
"IC 2673","IC","GALXY","11.268","10.163","LEO","","23.57","0.85","0.55","",""
"IC 2674","IC","GALXY","11.269","11.049","LEO","","24.09","1.12","0.65","",""
"IC 2676","IC","GALXY","11.272","9.822","LEO","","21.97","0.14","0.11","",""
"IC 2677","IC","GALXY","11.272","12.216","LEO","","23.69","0.23","0.19","",""
"IC 2678","IC","GALXY","11.273","11.949","LEO","","24.27","0.67","0.26","",""
"IC 2679","IC","GALXY","11.273","12.015","LEO","","24.17","0.87","0.56","",""
"IC 2680","IC","GALXY","11.274","9.807","LEO","","23.82","0.79","0.28","",""
"IC 2683","IC","GALXY","11.282","12.099","LEO","","23.98","0.42","0.28","",""
"IC 2684","IC","GALXY","11.284","13.1","LEO","","24.91","0.76","0.57","",""
"IC 2689","IC","GALXY","11.289","12.96","LEO","","23.96","0.66","0.24","",""
"IC 2690","IC","GALXY","11.289","12.975","LEO","","24.06","0.28","0.26","",""
"IC 2692","IC","GALXY","11.293","10.768","LEO","","24.05","0.52","0.39","",""
"IC 2694","IC","GALXY","11.294","13.376","LEO","","23.17","0.76","0.36","",""
"IC 2695","IC","GALXY","11.297","13.728","LEO","","23.6","0.51","0.39","",""
"IC 2698","IC","GALXY","11.298","11.886","LEO","","23.68","0.7","0.48","",""
"IC 2700","IC","GALXY","11.298","12.054","LEO","","23.59","0.38","0.31","",""
"IC 2701","IC","GALXY","11.299","11.118","LEO","","23.55","0.44","0.22","",""
"IC 2702","IC","GALXY","11.299","9.412","LEO","","23.72","0.4","0.34","",""
"IC 2703","IC","GALXY","11.301","17.65","LEO","","24.23","0.93","0.82","",""
"IC 2704","IC","GALXY","11.301","12.454","LEO","","23.25","0.65","0.4","",""
"IC 2707","IC","GALXY","11.309","9.475","LEO","","23.49","0.46","0.38","",""
"IC 2708","IC","GALXY","11.31","12.711","LEO","","23.79","0.92","0.77","",""
"IC 2709","IC","GALXY","11.312","12.562","LEO","","24.56","0.54","0.38","",""
"IC 2712","IC","GALXY","11.315","9.627","LEO","","23.58","0.46","0.41","",""
"IC 2713","IC","GALXY","11.32","12.165","LEO","","24.01","0.59","0.57","",""
"IC 2714","IC","OPNCL","11.291","-62.725","CAR","8.2","","7.2","7.2","","Cr 245"
"IC 2715","IC","GALXY","11.321","11.952","LEO","","28.48","0.74","0.37","",""
"IC 2716","IC","GALXY","11.321","11.699","LEO","","23.7","0.38","0.19","",""
"IC 2718","IC","GALXY","11.322","12.022","LEO","","23.12","0.59","0.26","",""
"IC 2719","IC","GALXY","11.326","12.06","LEO","","23.48","0.22","0.21","",""
"IC 2720","IC","GALXY","11.327","12.077","LEO","","24.01","0.79","0.59","",""
"IC 2722","IC","GALCL","11.329","13.963","LEO","","","0.7","0.7","",""
"IC 2722 NED01","IC","GALXY","11.329","13.964","LEO","","24.15","0.69","0.48","",""
"IC 2722 NED03","IC","GALXY","11.329","13.963","LEO","","","0.11","0.07","",""
"IC 2723","IC","GALXY","11.33","12.033","LEO","","24.58","0.47","0.25","",""
"IC 2724","IC","GALXY","11.33","10.717","LEO","","23.91","0.48","0.44","",""
"IC 2725","IC","GALXY","11.333","13.429","LEO","","24.34","0.48","0.42","",""
"IC 2727","IC","GALXY","11.333","12.033","LEO","","23.52","0.43","0.38","",""
"IC 2729","IC","GALXY","11.335","13.409","LEO","","23.9","0.43","0.23","",""
"IC 2732","IC","GALXY","11.337","12.404","LEO","","23.76","0.4","0.34","",""
"IC 2734","IC","GALXY","11.34","12.443","LEO","","24.0","0.84","0.3","",""
"IC 2735","IC","GALXY","11.351","34.344","UMA","","23.36","1.18","0.25","",""
"IC 2738","IC","GALXY","11.356","34.357","UMA","","23.5","0.85","0.75","",""
"IC 2739","IC","GALXY","11.353","11.915","LEO","","23.46","0.37","0.31","",""
"IC 2740","IC","GALXY","11.355","8.752","LEO","","23.78","0.37","0.3","",""
"IC 2741","IC","GALXY","11.355","9.152","LEO","","23.72","0.42","0.31","",""
"IC 2742","IC","GALXY","11.355","10.447","LEO","","23.51","0.34","0.16","",""
"IC 2744","IC","GALXY","11.362","34.363","UMA","14.77","24.23","1.12","0.74","",""
"IC 2745","IC","GALXY","11.359","13.427","LEO","","","0.62","0.21","",""
"IC 2746","IC","GALXY","11.36","11.737","LEO","","24.18","0.53","0.34","",""
"IC 2748","IC","GALXY","11.362","8.805","LEO","","24.15","0.54","0.43","",""
"IC 2749","IC","GALXY","11.363","8.575","LEO","","23.25","0.6","0.34","",""
"IC 2750","IC","GALXY","11.364","9.658","LEO","","23.74","0.43","0.2","",""
"IC 2751","IC","GALXY","11.369","34.366","UMA","","23.44","0.63","0.54","",""
"IC 2752","IC","GALXY","11.367","14.125","LEO","","24.58","0.63","0.19","",""
"IC 2753","IC","GALXY","11.367","9.878","LEO","","23.09","0.32","0.31","",""
"IC 2754","IC","GALXY","11.367","14.144","LEO","","23.73","0.52","0.24","",""
"IC 2756","IC","GALXY","11.367","9.96","LEO","","23.62","0.51","0.19","",""
"IC 2757","IC","GALXY","11.367","8.394","LEO","","23.34","0.72","0.52","",""
"IC 2758","IC","GALXY","11.368","7.814","LEO","","22.88","0.65","0.23","",""
"IC 2759","IC","GALXY","11.37","24.317","LEO","","23.28","0.73","0.65","",""
"IC 2760","IC","GALXY","11.37","12.665","LEO","","24.45","0.45","0.33","",""
"IC 2761","IC","GALXY","11.371","14.178","LEO","","23.57","0.4","0.34","",""
"IC 2762","IC","GALXY","11.372","12.723","LEO","","23.62","0.92","0.31","",""
"IC 2763","IC","GALXY","11.372","13.065","LEO","","23.53","1.44","0.39","",""
"IC 2764","IC","GALXY","11.451","-28.98","HYA","12.26","23.49","2.2","1.18","",""
"IC 2765","IC","GALXY","11.373","14.199","LEO","","23.63","0.31","0.21","",""
"IC 2766","IC","GALXY","11.373","12.903","LEO","","24.19","0.53","0.35","",""
"IC 2767","IC","GALXY","11.373","13.078","LEO","","24.52","0.87","0.3","",""
"IC 2768","IC","GALXY","11.373","12.529","LEO","","23.91","0.4","0.3","",""
"IC 2769","IC","GALXY","11.374","14.196","LEO","","22.79","0.43","0.32","",""
"IC 2770","IC","GALXY","11.374","9.221","LEO","","23.3","0.39","0.38","",""
"IC 2771","IC","GALXY","11.374","12.519","LEO","","23.82","0.28","0.2","",""
"IC 2775","IC","GALXY","11.378","12.512","LEO","","24.14","0.32","0.25","",""
"IC 2776","IC","GALXY","11.378","13.331","LEO","","23.37","0.87","0.44","",""
"IC 2777","IC","GALXY","11.378","12.026","LEO","","23.34","0.79","0.59","",""
"IC 2779","IC","GALXY","11.379","13.345","LEO","","23.48","0.3","0.26","",""
"IC 2780","IC","GALXY","11.38","10.15","LEO","","24.45","0.65","0.41","",""
"IC 2781","IC","GALXY","11.381","12.345","LEO","","23.67","0.36","0.34","",""
"IC 2782","IC","GALXY","11.382","13.441","LEO","","23.71","0.94","0.84","",""
"IC 2783","IC","GALXY","11.382","8.884","LEO","","23.84","0.7","0.27","",""
"IC 2784","IC","GALXY","11.387","13.118","LEO","","23.83","0.65","0.38","",""
"IC 2785","IC","GALXY","11.388","13.391","LEO","","24.14","0.87","0.72","",""
"IC 2786","IC","GALXY","11.388","13.392","LEO","","24.6","0.95","0.34","",""
"IC 2787","IC","GALXY","11.389","13.63","LEO","","23.84","0.8","0.74","",""
"IC 2788","IC","GALXY","11.391","12.698","LEO","","24.98","0.42","0.25","",""
"IC 2789","IC","GALXY","11.392","14.188","LEO","","","0.05","0.03","",""
"IC 2790","IC","GALXY","11.393","9.555","LEO","","23.65","0.46","0.32","",""
"IC 2791","IC","GALXY","11.394","12.896","LEO","","24.21","0.57","0.36","",""
"IC 2792","IC","GALXY","11.395","11.405","LEO","","24.22","0.49","0.29","",""
"IC 2793","IC","GALCL","11.396","9.45","LEO","","","0.5","0.5","",""
"IC 2793 NED01","IC","GALXY","11.396","9.451","LEO","","24.25","0.35","0.27","",""
"IC 2793 NED02","IC","GALXY","11.397","9.448","LEO","","24.21","0.36","0.2","",""
"IC 2795","IC","GALXY","11.401","12.135","LEO","","23.79","0.36","0.33","",""
"IC 2796","IC","GALCL","11.402","9.344","LEO","","","0.6","0.6","",""
"IC 2796 NED01","IC","GALXY","11.402","9.346","LEO","","24.23","0.51","0.26","",""
"IC 2796 NED02","IC","GALXY","11.402","9.343","LEO","","24.79","0.37","0.17","",""
"IC 2797","IC","GALXY","11.406","11.706","LEO","","24.65","0.76","0.47","",""
"IC 2798","IC","GALXY","11.407","12.416","LEO","","24.16","0.77","0.26","",""
"IC 2799","IC","GALXY","11.407","13.849","LEO","","23.88","0.45","0.32","",""
"IC 2800","IC","GALXY","11.408","12.209","LEO","","24.08","0.63","0.19","",""
"IC 2801","IC","GALXY","11.408","10.184","LEO","","23.43","0.5","0.32","",""
"IC 2802","IC","GALXY","11.408","12.209","LEO","","","0.28","0.23","",""
"IC 2803","IC","GALXY","11.41","9.85","LEO","","23.75","0.43","0.21","",""
"IC 2804","IC","GALXY","11.415","13.222","LEO","","22.64","0.87","0.23","",""
"IC 2807","IC","GALXY","11.421","11.53","LEO","","23.31","0.32","0.18","",""
"IC 2810","IC","GALXY","11.429","14.677","LEO","","23.58","1.03","0.41","",""
"IC 2811","IC","GALXY","11.429","9.171","LEO","","24.2","0.73","0.35","",""
"IC 2812","IC","GALXY","11.432","11.53","LEO","","23.62","0.52","0.23","",""
"IC 2813","IC","GALXY","11.435","11.256","LEO","","23.75","0.48","0.4","",""
"IC 2814","IC","GALXY","11.436","9.662","LEO","","23.58","0.4","0.29","",""
"IC 2815","IC","GALXY","11.438","12.804","LEO","","24.13","0.5","0.35","",""
"IC 2816","IC","GALXY","11.438","10.636","LEO","","23.92","0.74","0.27","",""
"IC 2818","IC","GALXY","11.441","12.921","LEO","","24.43","0.46","0.34","",""
"IC 2819","IC","GALXY","11.441","13.845","LEO","","23.25","0.59","0.28","",""
"IC 2820","IC","GALXY","11.441","10.238","LEO","","23.28","0.54","0.25","",""
"IC 2821","IC","GALXY","11.443","13.963","LEO","","","0.25","0.18","",""
"IC 2822","IC","GALXY","11.443","11.44","LEO","","23.97","1.35","0.6","",""
"IC 2823","IC","GALXY","11.446","12.848","LEO","","23.55","0.89","0.31","",""
"IC 2826","IC","GALXY","11.452","13.239","LEO","","23.46","0.73","0.7","",""
"IC 2828","IC","GALXY","11.453","8.731","LEO","","23.1","1.01","0.44","",""
"IC 2829","IC","GALXY","11.454","10.322","LEO","","23.93","0.88","0.52","",""
"IC 2830","IC","GALXY","11.456","7.814","LEO","","22.87","0.5","0.44","",""
"IC 2834","IC","GALXY","11.459","13.57","LEO","","24.42","0.45","0.37","",""
"IC 2835","IC","GALXY","11.459","12.143","LEO","","24.54","0.59","0.3","",""
"IC 2837","IC","GALXY","11.462","10.313","LEO","","23.52","0.43","0.37","",""
"IC 2838","IC","GALXY","11.463","14.011","LEO","","","0.22","0.19","",""
"IC 2839","IC","GALXY","11.463","10.82","LEO","","24.64","0.54","0.24","",""
"IC 2840","IC","GALXY","11.463","13.426","LEO","","23.83","0.43","0.29","",""
"IC 2842","IC","GALXY","11.463","9.652","LEO","","23.66","0.45","0.24","",""
"IC 2843","IC","GALXY","11.466","13.184","LEO","","23.88","0.73","0.68","",""
"IC 2844","IC","GALXY","11.466","11.453","LEO","","23.81","0.7","0.35","",""
"IC 2845","IC","GALXY","11.467","12.53","LEO","","24.58","0.71","0.5","",""
"IC 2846","IC","GALXY","11.467","11.158","LEO","","23.4","0.89","0.74","",""
"IC 2847","IC","GALXY","11.468","13.93","LEO","","","0.17","0.12","",""
"IC 2848","IC","GALXY","11.47","13.03","LEO","","24.3","0.47","0.39","",""
"IC 2850","IC","GALXY","11.47","9.062","LEO","","22.49","0.8","0.28","",""
"IC 2851","IC","GALXY","11.471","11.394","LEO","","23.72","0.44","0.23","",""
"IC 2852","IC","GALXY","11.471","9.8","LEO","","23.55","0.49","0.31","",""
"IC 2853","IC","GALXY","11.471","9.147","LEO","","22.57","0.91","0.44","",""
"IC 2855","IC","GALXY","11.474","9.688","LEO","","24.86","0.34","0.19","",""
"IC 2856","IC","GALXY","11.471","-12.891","CRT","","22.81","0.99","0.43","",""
"IC 2857","IC","GALXY","11.475","9.104","LEO","","23.97","1.79","0.32","",""
"IC 2858","IC","GALXY","11.477","13.662","LEO","","","0.21","0.17","",""
"IC 2860","IC","GALXY","11.479","14.042","LEO","","","0.29","0.2","",""
"IC 2861","IC","GALXY","11.483","38.851","UMA","","23.57","0.83","0.74","",""
"IC 2862","IC","GALXY","11.479","10.127","LEO","","24.41","0.54","0.3","",""
"IC 2864","IC","GALXY","11.483","12.368","LEO","","24.25","0.61","0.39","",""
"IC 2867","IC","GALXY","11.483","9.089","LEO","","23.08","0.45","0.36","",""
"IC 2870","IC","GALXY","11.487","11.865","LEO","","26.74","1.05","0.95","",""
"IC 2871","IC","GALXY","11.489","8.602","LEO","","23.57","0.91","0.66","",""
"IC 2872","IC","BRTNB","11.469","-62.989","CEN","","","15.14","6.03","","RCW 60, Gum 39"
"IC 2873","IC","GALCL","11.491","13.218","LEO","","","0.7","0.7","",""
"IC 2873 NED01","IC","GALXY","11.491","13.216","LEO","","24.11","0.42","0.37","",""
"IC 2873 NED02","IC","GALXY","11.491","13.22","LEO","","23.21","0.82","0.58","",""
"IC 2874","IC","GALXY","11.491","10.629","LEO","","23.41","0.45","0.27","",""
"IC 2876","IC","GALXY","11.493","9.016","LEO","","23.9","0.62","0.32","",""
"IC 2877","IC","GALXY","11.494","12.853","LEO","","23.62","0.58","0.45","",""
"IC 2878","IC","GALXY","11.494","9.968","LEO","","24.01","0.53","0.25","",""
"IC 2879","IC","GALXY","11.496","9.014","LEO","","23.62","0.44","0.33","",""
"IC 2881","IC","GALXY","11.498","12.511","LEO","","24.75","0.32","0.21","",""
"IC 2883","IC","GALXY","11.504","10.911","LEO","","23.45","0.33","0.28","",""
"IC 2886","IC","GALXY","11.507","11.563","LEO","","23.43","0.32","0.25","",""
"IC 2887","IC","GALXY","11.508","9.388","LEO","15.0","23.58","0.89","0.28","","NGC 3705A"
"IC 2889","IC","GALXY","11.508","-13.091","CRT","","23.2","1.22","0.69","",""
"IC 2891","IC","GALXY","11.513","12.678","LEO","","23.52","0.46","0.35","",""
"IC 2892","IC","GALXY","11.514","10.589","LEO","","23.96","0.68","0.23","",""
"IC 2893","IC","GALCL","11.515","13.391","LEO","","","0.5","0.5","",""
"IC 2893 NED01","IC","GALXY","11.515","13.392","LEO","","","0.06","0.05","",""
"IC 2893 NED02","IC","GALXY","11.515","13.39","LEO","","22.81","0.45","0.28","",""
"IC 2894","IC","GALXY","11.516","13.235","LEO","","23.28","0.62","0.32","",""
"IC 2896","IC","GALXY","11.52","12.35","LEO","","23.33","0.47","0.31","",""
"IC 2898","IC","GALXY","11.522","13.336","LEO","","23.55","0.48","0.33","",""
"IC 2900","IC","GALXY","11.525","13.167","LEO","","23.47","0.33","0.28","",""
"IC 2901","IC","GALXY","11.526","12.7","LEO","","24.44","0.61","0.37","",""
"IC 2903","IC","GALXY","11.528","12.643","LEO","","23.39","0.44","0.27","",""
"IC 2909","IC","GALXY","11.531","11.47","LEO","","23.44","0.24","0.21","",""
"IC 2910","IC","GALXY","11.532","-9.725","CRT","","23.83","1.28","0.88","",""
"IC 2912","IC","GALXY","11.535","11.71","LEO","","23.73","0.55","0.19","",""
"IC 2913","IC","GALXY","11.531","-30.411","HYA","","22.72","1.0","0.79","",""
"IC 2914","IC","GALXY","11.537","13.492","LEO","","23.08","0.65","0.34","",""
"IC 2917","IC","GALXY","11.539","10.945","LEO","","23.79","0.26","0.19","",""
"IC 2919","IC","GALXY","11.543","14.189","LEO","","23.13","0.55","0.31","",""
"IC 2921","IC","GALXY","11.547","10.296","LEO","16.94","23.49","0.59","0.25","",""
"IC 2923","IC","GALXY","11.548","13.164","LEO","","23.84","0.41","0.29","",""
"IC 2925","IC","GALXY","11.554","34.265","UMA","","22.24","0.48","0.18","",""
"IC 2928","IC","GALXY","11.558","34.316","UMA","","23.11","0.9","0.74","",""
"IC 2929","IC","GALXY","11.559","12.137","LEO","","23.86","0.53","0.43","",""
"IC 2930","IC","GALXY","11.562","10.089","LEO","","23.21","0.69","0.29","",""
"IC 2933","IC","GALXY","11.57","34.312","UMA","","23.38","1.18","0.36","",""
"IC 2934","IC","GALXY","11.572","13.322","LEO","","22.9","0.74","0.38","",""
"IC 2936","IC","GALXY","11.582","13.009","LEO","","23.06","0.39","0.35","",""
"IC 2938","IC","GALXY","11.593","13.681","LEO","","23.86","0.89","0.62","",""
"IC 2941","IC","GALXY","11.603","10.056","LEO","","23.28","0.85","0.59","",""
"IC 2942","IC","GALXY","11.603","11.816","LEO","","23.49","0.66","0.35","",""
"IC 2943","IC","GALXY","11.612","54.846","UMA","","21.87","0.41","0.33","",""
"IC 2944","IC","CL+NB","11.596","-63.02","CEN","4.5","","35","7.2","lam Cen Nebula, Running Chicken Nebula","Cr 249, C 100"
"IC 2945","IC","GALCL","11.618","12.927","LEO","","","1.0","1.0","",""
"IC 2945 NED01","IC","GALXY","11.618","12.926","LEO","","23.96","0.96","0.7","",""
"IC 2946","IC","GALXY","11.625","32.252","UMA","","","0.46","0.27","",""
"IC 2947","IC","GALXY","11.625","31.362","UMA","14.21","22.52","0.75","0.56","",""
"IC 2948","IC","CL+NB","11.652","-63.444","CEN","7.0","","50","6.0","Thackeray's Globules","RCW 62"
"IC 2950","IC","GALXY","11.694","37.992","UMA","","22.57","0.65","0.56","",""
"IC 2951","IC","GALXY","11.723","19.75","LEO","13.57","23.65","1.54","0.43","",""
"IC 2952","IC","GALXY","11.738","33.351","UMA","","22.07","0.35","0.28","",""
"IC 2953","IC","GALXY","11.74","33.355","UMA","15.6","23.75","1.22","0.95","","NGC 3855"
"IC 2955","IC","GALXY","11.751","19.621","LEO","14.19","21.86","0.38","0.37","",""
"IC 2956","IC","GALXY","11.755","26.767","LEO","","23.39","0.94","0.8","",""
"IC 2957","IC","GALXY","11.76","31.3","UMA","","23.28","0.79","0.47","",""
"IC 2958","IC","GALXY","11.762","33.154","UMA","","23.62","0.71","0.58","",""
"IC 2959","IC","GALXY","11.769","33.109","UMA","15.4","22.85","0.94","0.2","","NGC 3871"
"IC 2960","IC","GALXY","11.772","35.004","UMA","","23.66","0.83","0.72","",""
"IC 2961","IC","GALXY","11.797","31.345","UMA","","23.02","0.48","0.29","",""
"IC 2963","IC","GALXY","11.823","-5.118","VIR","14.5","24.62","1.9","0.43","","NGC 3915"
"IC 2965","IC","GALXY","11.9","-19.569","CRT","11.8","24.09","3.24","0.61","","NGC 3957"
"IC 2966","IC","REFNB","11.837","-64.873","MUS","","","3.0","2.0","","ESO 94-EN 8"
"IC 2967","IC","GALXY","11.849","30.851","UMA","","23.34","0.85","0.63","",""
"IC 2968","IC","GALXY","11.879","20.631","LEO","12.48","23.41","1.75","1.54","","NGC 3937, UGC 6851"
"IC 2969","IC","GALXY","11.875","-3.872","VIR","","22.66","1.3","0.74","",""
"IC 2971","IC","GALXY","11.891","30.697","UMA","","23.84","0.7","0.48","",""
"IC 2972","IC","GALXY","11.895","-3.997","VIR","13.02","22.06","1.63","0.41","","NGC 3952"
"IC 2973","IC","GALXY","11.897","33.366","UMA","","23.51","1.42","0.82","",""
"IC 2974","IC","GALXY","11.897","-5.168","VIR","","23.13","2.19","0.47","","IC 2975"
